Символ,Код
Ж…,11111111111111100110
З ,111111111111000001000
За,1111100000111
Зв,111111110111000101
Зд,111111011101011
Зе,111111111010011000
Зи,11111111110111100000
Зл,1111111110101010001
Зн,1111110111101001
Зо,111111111011101110
Зр,11111111111111000001
Зу,11111111111000100100
И ,11101010111
"И,",1111111011001111
ИР,111111111111101110101
Ив,111111010000000
Иг,11111111010111001
Ид,1111111010101000
Ие,1111111111010100101
Из,11111011001001
Ии,111111111110111110001
Ил,11111001110100
Им,1111110111111001
Ин,1111111011010111
Ио,111111100001111
Ип,111111001100010
Ир,111111111111000100101
Ис,11111111010110010
Ит,11111111011110101
Их,111111111100101111
Иш,11111111011011011
Ищ,111111111111010111000
И…,111111111111100110101
ЙН,111111111111110101000
Йо,11111111111101110110
К ,111111011100110
Ка,11101100111
Ке,111111111110111001000
Ки,111111011001010
Кл,111111111011001011
Кн,111011000011
Ко,111101010011
Кр,111110111101000
Кс,1111111111001010100
Кт,111111010101001
Ку,1111000110000
Л.,111111111111100100001
Ла,111110111110001
Ле,1111111001011100
Ли,11111011001101
Ло,1111110111010100
Лу,11111111001011100
Лы,111111100100111
Ль,1111111111001010110
Лю,1111111010001010
Ля,11111111110111010000
Лё,1111111111010100010
М ,11111111111001111000
М.,111111111111010000000
Мa,111111111111011100100
Мo,111111111110110111001
МИ,11111111111110110110
МН,11111111111111000110
Ма,11101000101
Мг,11111111110111011000
Ме,11111011111101
Ми,111100110111
Мл,11111111111010001100
Мн,11111011100011
Мо,1111001000001
Мр,111111111111001000101
Мс,111111111111010011001
Му,11111110111111001
Мы,111111001101001
Мю,1111111011100110
Мя,11111111110101101000
Н.,1111111111001101101
НА,11111111111101111001
НЕ,111111111111100011000
На,11010100000
Не,11100110100
Ни,111010111000
Но,111011110100
Нр,11111111111000001101
Ну,111100011101
Ны,11111111000100001
Ня,1111111111101010101
О ,1111111001010000
О!,111111110110110001
"О,",1111111011111111
О.,11111111111001100001
О?,11111111111101000110
ОЙ,11111111111110111101
ОР,1111111111100011111
Об,111111001111001
Ог,11111111010111101
Од,11111010110111
Ож,111111111001010011
Ок,11111110111001001
Ол,1111111000111010
Он,11010000001
Оо,11111111111010000000
Оп,111111100001011
Ор,111111110101000001
Ос,111111010100111
От,1111100010101
Оф,111111101001011
Ох,11111111000010000
Оч,111111001110100
Ош,11111111111100111110
ПЕ,11111111110111000100
ПЯ,11111111111011001111
Па,1111011010001
Пг,1111111111011000101
Пе,111100011110
Пи,11111110100000000
Пл,1111111100000101
По,111010010001
Пр,111100010011
Пу,1111111010011001
Пш,11111111111000001001
Пь,11011100000
Пя,11111111110110100000
Р\r,111111111111011010100
Рr,11111111111100010001
Рu,11111111111100000111
РА,1111111111011100101
РВ,1111111111100001101
РЕ,11111111111010100100
РТ,111111111111010011000
Ра,11111001100101
Ре,111111011010111
Ри,111111111100010111
Ро,11011111101
Ру,111111011011101
Рю,111111111111000000101
Ря,1111111111001011100
С ,11111011011100
С',11111111111111011111
С.,1111111111011100111
Сo,111111111110110011000
СТ,111111110110111001
Са,111111001100011
Сб,11111111111010111111
Св,1111111001011101
Сд,111111111001101001
Се,11111011011101
Сз,111111110111100101
Си,1111111000111001
Ск,11111100100101
Сл,111110111101001
См,111111011100101
Сн,11111111010011010
Со,111011011001
Сп,11111001110101
Ср,11111111100000011
Ст,1111100011010
Су,1111111000101001
Сх,1111111111011001111
Сч,111111111000001010
Сы,11111111011011110
Сю,1111111111001010000
Т',111111111111110010101
Т.,11111111111100010011
ТА,11111111111010001101
ТВ,11111111111111111011
ТО,111111111111101110100
ТР,11111111110101110001
ТЬ,11111111010100111
Та,1111011110001
Тв,1111111011010001
Те,1111100100111
Ти,11111100001110
То,1111011101000
Тп,11111111110111010100
Тр,1111111001001001
Ту,11111001101000
Тщ,1111111111011100110
Ты,1111100000101
Ть,1111111111011000111
Тю,1111111111011101001
Тя,111111111110110110101
У ,11111100001111
У!,111111111111000011000
Уб,111111110111000000
Ув,1111111001111001
Уг,111111111100110111
Уд,111111111000110001
Уе,1111111111011110011
Уж,111111010011100
Уз,111111111001001011
Уй,111111111000011011
Ул,1111111010110011
Ум,111111111010010001
Ун,11111111111011000101
Уп,1111111111000011000
Ур,11111110101000000
Ус,1111111011110001
Ут,111111111100000111
Уу,111111111111110110000
Ух,11111111110101111001
Уч,111111111111101110000
Фе,111111001001000
Фи,111111110111110101
Фл,11111111111111110111
Фо,11111111010111010
Фр,111111001010010
Фу,1111111110101100001
ХI,111111111111010100000
Ха,1111111110111101000
Хв,111111111011011101
Хе,11111111111011011001
Хо,11111010101110
Хр,11111111001110100
Ху,111111111011000110
Ца,1111111111000000100
Цв,1111111111100100111
Це,1111111100011111
Цн,11111111010001100
ЧА,111111110110101001
ЧЕ,11111111111101000111
Ча,1111111011011101
Че,11111010111101
Чи,111111110111000001
Чо,111111110111011000
Чр,111111111111101100000
Чт,111100010111
Чу,11111111001110010
Чь,111111111110101110001
Ша,111111111011001100
Шв,111111111000000000
Ше,1111110111110001
Ши,1111111000101011
Шл,111111111011101011
Шм,111111111001000001
Шо,111111111100011111
Шп,11111111110101111000
Шт,11111111010100010
Шу,111111111100001011
Шш,111111111110111111001
Ще,11111111111000111001
Ь ,111111110111010001
ЬЯ,1111111111100111110
Э!,111111111000001000
"Э,",1111111111001000101
Эг,111111111110110010100
Эд,11111111110111010101
Эй,11111111000110001
Эк,11111111001001101
Эл,11111001101001
Эн,1111111100010111
Эр,11111111011111111
Эс,111111111000111000
Эт,111100110011
Эх,11111111011010001
Эц,11111111111110001011
Юж,1111111111100110110
Юл,11111111110111101000
Юн,111111111010111001
Юр,11111111111111100101
Юс,1111111111011111010
Юх,1111111111100100011
Я\r,11111111011011010
Я ,11101000011
"Я,",11111111100111101
Я?,111111110111110000
ЯТ,111111111111100101001
Яв,111111111110110001001
Яд,11111111111000110101
Яз,111111111111101011000
Як,11111111110110110100
Яр,111111111111110010100
Яс,111111111111011000101
Яф,111111111111001000100
Я…,111111111010001101
а\r,11111111111000011001
а ,000111
а!,1111010011101
а',11111111110110111001
а),1111111000101010
"а,",10011011
а.,1100011000
а:,11111010100101
а;,11111010000011
а?,1111011001101
а],11111111000000010
аb,111111111111001010000
аi,111111111111111101000
аm,1111111111001000011
аs,11111111111011000111
аv,11111111111011111011
а»,111111010010101
аа,111111111010010110
аб,11100010101
ав,10010011
аг,1101010010
ад,101100110
ае,1101011110
аж,1100110010
аз,01111101
аи,1111011111101
ай,1101100101
ак,01110111
ал,0010101
ам,10011111
ан,100010000
ао,111111111010001100
ап,1101110111
ар,101000010
ас,10000101
ат,0110111
ау,11111010100100
аф,11100001101
ах,1101010111
ац,11111010101101
ач,11011101000
аш,1100000011
ащ,111100100110
аэ,111111111111100101000
аю,11011010101
ая,101000100
а“,11111111111110000111
а…,11111010001101
б ,111100000100
б',11111111111111001001
"б,",1111111000100011
б.,11111111001111100
б»,1111111111011010101
ба,11010001001
бб,1111111011001110
бв,11111010100010
бг,11111111010001101
бд,1111111000110010
бе,101100101
бж,11111111011001100
бз,1111111111011010110
би,11011100101
бк,111100000001
бл,1101011111
бм,11111100001001
бн,11101111011
бо,1011110000
бр,1100101010
бс,11111011101011
бт,11111111010011101
бу,1100111000
бх,11111011011001
бц,111111111000001011
бч,1111111000010001
бш,111111111010001001
бщ,111100111011
бъ,1111100101011
бы,10000011
бь,111111010000001
бэ,11111111111011100011
бю,111111110110111000
бя,11100111011
бё,111111111111100110100
в ,01101001
в!,1111111001101010
в),111111111001101101
"в,",11100011001
в.,111100001110
в:,111111110011100000
в;,11111110110111001
в?,11111110110000001
в],11111111111010011000
в»,1111111111001000111
ва,0110011
вб,1111111011101010
вв,111111011011110
вг,111111011011001
вд,111011111010
ве,01111011
вж,11111111111110110101
вз,11100101101
ви,100110100
вк,1111011010110
вл,11010100001
вм,11110111100000
вн,1100100000
во,0100010
вп,1111001001000
вр,11100101000
вс,100110101
вт,1111001101001
ву,11011000101
вх,111110111110000
вц,1111111011100111
вч,111111001111000
вш,110010111
вщ,111111110110010001
въ,1111111010110100
вы,101001010
вь,1111010010000
вэ,111111111111001000001
вя,111101010111
в…,111111111001001010
г ,11100000100
г!,111111111000000010
г',11111011000010
г),111111111110111010101
"г,",111101101111
г.,11111011111010
г:,11111111111111010011
г;,11111111011010011
г?,11111111010010100
г`,111111111100000001
г»,111111111111101000000
га,1101001001
гв,111111001011101
гд,11010010001
ге,11101001010
ги,11011001101
гк,11111001110001
гл,101110111
гм,1111111111010001011
гн,111100000010
го,001011
гр,1100011100
гс,111111001001101
гт,1111111111011011111
гу,1101111101
гч,1111110110100000
гш,11111111011101101
г…,111111111011111001
д ,11011000000
д!,11111110111100100
д',11111111110110100001
д),111111111111010110001
"д,",1111011000110
д.,11111011010010
д;,11111111100100011
д?,11111111100011111
д`,111111111111111100101
д»,111111111111000101000
да,100000001
дб,111111010001010
дв,1101100001
дг,111111111001000100
дд,1111110110001001
де,01111100
дж,11111111000010001
дз,111111111011000100
ди,101001100
дк,1111010000000
дл,11011101100
дм,11111100011001
дн,1011100001
до,100011000
дп,11111010000010
др,101100011
дс,111011100100
дт,111100001100
ду,101101111
дф,11111111011101111
дх,11111100000111
дц,1111011011010
дч,1111111001000001
дш,11111000000000
дщ,11111111111111011101
дъ,1111001110101
ды,11100000000
дь,111010001000
дэ,11111111111000110001
дю,11111010011100
дя,111010000101
д…,1111111111010010111
е ,000110
е!,1111100111111
е',1111111111101010001
е),1111110111010001
"е,",1011000001
е.,1101001110
е:,111111000100101
е;,11111011000011
е?,111101011011
е],111111110011100001
еm,1111111110111110000
еr,1111111111010100001
еt,1111111111101001111
е»,111111011100111
еа,1111111000011100
еб,1100101011
ев,1100001000
ег,10001101
ед,101001001
ее,101110001
еж,1101000011
ез,1100011010
еи,111101000011
ей,101000101
ек,1101001100
ел,0101011
ем,10000001
ен,0100011
ео,111011111011
еп,11010110001
ер,0100111
ес,10001011
ет,10001001
еу,11111010111100
еф,11111111001110001
ех,1100111111
ец,111100001011
еч,1101000101
еш,11011010100
ещ,11100001100
ею,111011010010
ея,111010100000
её,11111111111010110100
е…,11111011101110
ж ,111101001111
ж!,111111111100001110
"ж,",111111000110001
ж.,111111110110100100
ж?,11111111010000101
ж],111111111111111100001
жа,1100010000
жб,11111011101100
жг,1111111001011011
жд,11011101101
же,10000111
жж,1111111010011110
жи,1100010101
жк,1111100110111
жл,11111111011110111
жм,11111111011001111
жн,1100110001
жо,111111001110010
жр,111111111111011000000
жс,1111110111110100
жу,1111010001001
жч,11111011010011
жь,111111000011000
жэ,11111111111110111011
ж…,11111111110110011001
з ,1100100011
з!,11111111111101010101
"з,",11111010110101
з.,1111110110011000
з:,111111111111010010100
з?,11111111111101100001
з],111111111111111100100
зa,111111111001011010
за,01101000
зб,1111011011101
зв,1101101101
зг,11101000001
зд,1101101111
зе,1111000110001
зж,111100111101
зз,11111111010000100
зи,111011010001
зк,1111011100010
зл,1111001100000
зм,111100010110
зн,1011101001
зо,111001100000
зр,111101001101
зс,1111011111011
зт,11111110111110101
зу,11101111111
зц,111111111001011101
зч,11111110101000001
зш,111111110101000000
зъ,1111111011011010
зы,11100110001
зь,11010110000
зю,11111000111001
зя,11100101100
з…,1111111111011111011
и ,000010
и!,11111010110110
и',11111111111111100111
и),111111100001001
"и,",101011011
и.,1101011100
и:,111111000101101
и;,11111011001011
и?,1111100101111
и],111111111100001111
иc,11111111111101010011
иr,11111111111100001001
и»,1111111001101101
иа,11111011000001
иб,111010011000
ив,10100011
иг,11100111010
ид,101110011
ие,101010100
иж,11101100011
из,1011100000
ии,11100011000
ий,1100010100
ик,101101101
ил,01110010
им,100111101
ин,100101000
ио,1111001110001
ип,111101011101
ир,11100011011
ис,10011101
ит,10001111
иу,111111111010011001
иф,111111010110111
их,1011101000
иц,1100101001
ич,1100101000
иш,11101011110
ищ,1111011101111
ию,111011101000
ия,101111111
и“,11111111111000101001
и…,111111001001100
й\r,1111111111010010011
й ,0101111
й!,11111010001011
й(,11111111111010111010
й),111111110101010000
"й,",1100000101
й.,1110001111
й:,1111111010000001
й;,111111010011101
й?,111111010001101
й],11111111011001101
й»,11111110111011000
йб,1111111111010010010
йв,111111111111001111000
йд,1111010100000
йе,11111111011111001
йк,11111010110010
йл,1111011011001
йм,111111010001110
йн,111011001100
йо,11111111000110010
йр,1111110110010001
йс,11100101001
йт,111100010100
йц,111111001110001
йч,11111010111011
йш,11111001111001
йщ,111111111111110000000
й…,111111010011111
к\r,111111111111100111001
к ,01111001
к!,1111110111011000
к',1111111111101001011
к),11111111111101011101
к*,111111111111011001000
"к,",11101000110
к.,1111100001011
к:,11111111010000001
к;,11111111001100000
к?,1111110110101001
к],1111111111001100010
к»,1111111111001011001
ка,01000001
кв,1111001011001
кг,1111111111100000111
кд,11111110110110001
ке,111010000001
кж,111111100101011
кз,11111111010110101
ки,101010001
кк,1111111010111001
кл,111010110101
км,111111111001010001
кн,101111001
ко,0011010
кр,1011110001
кс,11111001000100
кт,11101011101
ку,1100100100
кх,11111111110101110000
кц,11111111001100101
кч,11111110101100001
кш,111111111001110000
кю,1111111100011011
кё,1111111111011111001
к…,11111110110101000
л\r,111111111111100001101
л ,01001001
л!,1111110110110001
л),11111111001101011
"л,",11011001001
л.,111100000011
л:,11111001101101
л;,1111111001011000
л?,111111001110000
л»,111111111010100111
ла,01000000
лб,111111100000101
лв,11111111001011011
лг,1111010111101
лд,111100110101
ле,10000110
лж,11101011111
лз,11111111011111110
ли,0101110
лк,11100000011
лл,11111001011100
лм,111111111011010001
лн,111100000101
ло,01011000
лп,1111100111001
лс,1100010001
лт,111111000010101
лу,1100011101
лф,11111111011100111
лч,1111001100001
лш,11111111010001011
лщ,111111111100011101
лы,1100101100
ль,100011001
лэ,111111111111110100100
лю,1100111010
ля,101101010
лё,111111111010011100
л“,111111111111001101001
л…,111111011110001
м ,01100101
м!,1111110111000001
м),1111111010001011
"м,",1100000000
м.,11100100110
м:,1111111001101011
м;,111111010010010
м?,111111000101001
м],1111111111001100101
мo,11111111111111101001
м»,11111111001001011
ма,101001011
мб,11111110111010000
мг,111111001000000
ме,101000000
мз,111111111101001111
ми,100100101
мк,11111010100001
мл,11111001011001
мм,111111011010101
мн,1100100010
мо,100100001
мп,1111010010001
мр,111111000011001
мс,1111011111010
мт,1111111100100111
му,101010010
мф,11111111111010010101
мц,1111110111101000
мч,1111110110111000
мш,111111111011000101
мщ,111111110110000101
мы,11011111001
мь,111111011011010
мэ,111111111111000111000
мю,111111100111111
мя,111010010000
м“,11111111111101011011
м…,111111010111011
н ,100100000
н!,1111111001000011
"н,",11011111000
н.,111011100111
н:,111111111010111011
н;,1111111011011001
н?,1111111001010100
н],11111111111001100101
нa,111111111111110001000
нo,111111111111001100001
нy,11111111111110100011
н»,11111111010110001
на,0010011
нб,11111111000100000
нв,11111110110110000
нг,1111011111001
нд,1100110111
не,0011000
нж,1111111001111010
нз,1111111000110001
ни,01001000
нк,111100100101
нл,1111111111000100000
нм,11111111110110000001
нн,101000001
но,0011100
нп,111111111000110011
нр,11111011110001
нс,11100101011
нт,111010001001
ну,101011010
нф,11111110111000001
нх,11111110111111000
нц,111010000100
нч,111100100010
нш,111111011000110
нщ,1111011110011
ны,100110001
нь,1100110110
нэ,1111111111011001110
ню,1111010110011
ня,10010101
н…,11111110111110001
о ,0000001
о!,1111010110100
о',1111111111010110001
о),111111100000011
"о,",101010000
о.,1101011001
о:,11111011010100
о;,11111010101010
о?,1111010010100
о],111111111000000101
оn,11111111111100010110
оu,1111111110111010101
о»,111111010100110
оа,11111111111101000011
об,100100100
ов,0011110
ог,01110011
од,01111000
ое,101011000
ож,1011100101
оз,1101011101
ои,11011000100
ой,100001001
ок,101111010
ол,0100110
ом,01110000
он,01100010
оо,1111011001001
оп,1100110101
ор,0101101
ос,0100101
от,01010000
оу,111110111100000
оф,1111000000001
ох,11100001011
оц,11111001001101
оч,110000101
ош,1100100101
ощ,1111011001110
оэ,111111011111001
ою,11100010001
оя,11100010000
о“,11111111111011110101
о…,11111010100000
п ,1111111010111100
п!,111111111110110001000
п',111111111011011011
"п,",111111110100000000
п.,11111111001000010
пe,111111111111001010101
пo,1111111111011111110
па,1101010001
пг,11111111011100110
пе,101011001
пи,11011011000
пк,11111011000101
пл,1110000111
пн,11111011100110
по,0011101
пп,11111100000011
пр,01100001
пс,1111111110101100000
пт,111111001000100
пу,11011111100
пф,11111111111000100001
пц,1111111111001110111
пч,1111110111110000
пш,11111111010100001
пщ,1111111111011110111
пы,111100101111
пь,111111010011001
пэ,1111111111100101110
пя,111011000000
р\r,11111111111010110111
р ,1101101001
р!,11111110111100001
р),11111111011011101
"р,",111011000100
р.,1111011000001
р:,111111111010100101
р;,111111110100010000
р?,11111111100011011
рa,111111111011100101
рo,1111111111100100110
рr,111111111010011101
р»,1111111111001110010
ра,0011011
рб,1111010101001
рв,111011110000
рг,111011100000
рд,111010100101
ре,01100000
рж,111011000101
рз,111111000100100
ри,0110101
рк,111100011010
рл,11111010111001
рм,1111010101101
рн,1101111111
ро,01011001
рп,111111010010111
рр,111111011110101
рс,1111001000000
рт,11100100011
ру,100111100
рф,1111111001011010
рх,11111000101001
рц,111110110100001
рч,1111100111011
рш,111100011011
рщ,11111011011000
ры,1011111000
рь,1101000110
рэ,1111111111011100011
рю,1111010100001
ря,11010010000
р…,1111111100000111
с ,100111001
с!,11111111001011001
с',11111111111100110101
с),1111111111010001001
"с,",1111010010101
с.,11111001111101
с:,111111111001010101
с;,111111111001110111
с?,11111111011010101
с],111111111111101100100
сe,1111111111100001111
сh,111111111011010010
сo,111111111111101100001
с»,1111111110101000000
са,1100000100
сб,11111100001011
св,1011010001
сг,1111111010101110
сд,11101101011
се,100111000
сж,1111111001011001
сз,1111110110011001
си,101111101
ск,01110101
сл,101010111
см,1101001010
сн,11011010001
со,101001101
сп,101101110
ср,111100101010
сс,1101111001
ст,0010001
су,1101110011
сф,1111111010011010
сх,1111010011100
сц,1111111000011001
сч,11101010110
сш,11111010010000
съ,1111111000110000
сы,111010110000
сь,100101001
сэ,11111111111111101110
сю,1111100000011
ся,10011001
сё,11011100011
с…,111111110101100000
т ,10010111
т!,11111010100111
т',1111111111001101011
т),111111111000100001
"т,",11011001100
т.,111100001101
т:,1111110111100000
т;,111111011010001
т?,11111011001111
т],111111111011001101
тa,1111111111011101110
т»,11111110111000000
та,01100011
тб,111111011001011
тв,101010110
тг,11111111011010111
тд,1111011101100
те,01110110
тж,111111111111010101000
тз,11111111010010011
ти,10010001
тк,11101001011
тл,111011101100
тм,111111010000010
тн,1101001101
то,000011
тп,111110111100001
тр,101000011
тс,1101100111
тт,11111000010000
ту,110000011
тф,111111110100000001
тх,1111111010110101
тц,1111011000101
тч,1111010011001
тш,111111111101010111
тщ,1111111001100100
тъ,111111000111001
ты,1100000010
ть,01100100
тэ,11111111100110111
тю,111110111000000
тя,11100110110
тё,11111111010010010
т…,111111010100010
у ,01111010
у!,11111011111111
у',11111111111100110011
у),11111111000011010
"у,",101111110
у.,11011010000
у:,11111100010111
у;,11111100001101
у?,1111110101000001
у],1111111111011000110
у»,1111111011101111
уа,1111111001100000
уб,111001000000
ув,1101010110
уг,1100100001
уд,101101011
уе,1111010000101
уж,110001011
уз,11100001000
уи,11111110110000000
уй,1111100110011
ук,1101010101
ул,1100001001
ум,1100111011
ун,111100001001
уо,11111110111100000
уп,111001000001
ур,11100010011
ус,1100011001
ут,1100010010
уу,11111111110110000101
уф,1111111010010011
ух,111011001000
уц,111111111010001000
уч,1101101110
уш,1101100011
ущ,111100101011
уэ,111111010101000
ую,11010000000
уя,111110110100000
у…,111111010101011
ф ,1111011010111
ф!,1111111111010101011
"ф,",11111010100110
ф.,1111111010100110
ф:,11111111111011100001
ф?,111111111010010010
фt,111111111111111110000
фа,1111010110010
фе,11111000111000
фи,11100100111
фк,11111111100000111
фл,11111011011110
фм,111111111100100111
фн,11111111111011010101
фо,11111011110101
фр,111011100110
фс,111111110110001000
фт,11111111001010111
фу,111110110000001
фф,111111111011101111
фы,1111111011110110
фь,11111111111001011001
фэ,111111111111110000001
фю,11111111111011000011
ф…,111111111110101111001
х\r,11111111111100001101
х ,10100111
х!,111111100010110
х),111111111000010001
"х,",11100100001
х.,111100001111
х:,11111111011010110
х;,111111100010111
х?,1111111100011101
х],111111111111010100101
х»,1111111110111010001
ха,1101000111
хв,1111011011000
хе,111111010100001
хи,1111010111100
хл,11111010010001
хм,111111000000100
хн,1111011110010
хо,101011100
хп,11111111111101111111
хр,11111010110000
хс,111111001000011
хт,1111111011100101
ху,11111000010001
хч,111111111111110100101
хш,111111111100101101
хъ,1111111111100010110
х…,11111111000111001
ц ,1111011101001
ц!,111111110101010001
ц),111111111111110101001
"ц,",1111100011110
ц.,1111111001110001
ц;,11111111110111001001
ц?,1111111111010000110
ц],111111111111011100000
ц»,111111111110110010001
ца,11100010110
цв,1111111001001100
цг,1111111011101001
це,1101011011
ци,1111010011000
цк,1111011100111
цл,1111111111010000001
цн,111111111010110001
цо,111010100001
цу,11101010101
цы,1111011011100
ц…,111111111011001111
ч ,1111100100001
ч!,1111111111001111100
"ч,",11111011101010
ч.,11111111000100100
ч:,111111111111111100000
ч;,1111111110111101001
ч?,1111111111001110000
ч»,1111111110110000000
ча,101100001
чв,111111111001011000
че,100110000
чи,1100001100
чк,1111000100001
чл,11111100010011
чм,111111111100111111
чн,11100111111
чо,11111011100111
чр,1111111001100011
чт,10001110
чу,11011110101
чш,1111100100011
чь,1111010001000
чэ,111111111111001101000
ч…,111111111010010000
ш ,11111001101100
ш!,1111111010101010
"ш,",1111111010111111
ш.,111111111011000001
ш?,111111111111001110100
ш],11111111110111000101
шa,1111111111101000001
шo,111111111111000010100
ша,101110110
шв,11111111010101001
ше,1011000000
ши,101101001
шк,11100110011
шл,111010000000
шм,11111110111101000
шн,11101010011
шо,111011011000
шп,111111000010000
шр,11111111111010001001
шс,111111111110110100000
шт,11111001011101
шу,111010110100
шц,1111111111010001101
шш,11111111110110110001
шь,111011000001
ш…,1111111111011111101
щ ,111111110111000100
"щ,",1111111111010011000
щ.,11111111111101101110
ща,11101011001
ще,1100010011
щи,11011110000
щн,1111111000010100
щр,1111111111011000001
щу,11111010010100
щь,111111100011110
щэ,11111111111111110101
ъ ,111111111111100110000
ъе,111100110001
ъи,111111111111111011001
ъю,1111100011101
ъя,1111101000111
ъё,1111111111100111011
ы\r,11111111110111100001
ы ,10010110
ы!,111111010100011
ы),11111111000110100
"ы,",11011100010
ы.,111011100010
ы:,11111110111000100
ы;,1111111000000010
ы?,111111001110101
ы],111111111110110000000
ы»,11111111000101010
ыб,11100110101
ыв,1100111001
ыг,1111100010011
ыд,1111100011001
ые,1101000001
ыж,1111110110100100
ыз,11111011101111
ыи,1111111011111101
ый,1100000001
ык,1111010001100
ыл,101010011
ым,1011111001
ын,111011011100
ыо,11111111111101101111
ып,1111011110100
ыр,111011110011
ыс,11011100001
ыт,11100010010
ыу,111111111010110011
ых,1100111100
ыц,111111111100000011
ыч,11111000001001
ыш,11100100010
ыщ,11111111110110010101
ыя,11111111111101110001
ы…,111111100011111
ь\r,11111111111011101111
ь ,0011111
ь!,11111000100000
ь),1111111010111101
"ь,",101101100
ь.,11011110001
ь:,11111100011101
ь;,11111011110111
ь?,1111010110101
ь],111111111001110011
ь»,1111111010100011
ьб,1111100000001
ьв,11111111011101110
ьг,11111100100111
ьд,11111100011111
ье,1100100110
ьз,1111011001000
ьи,1111100000110
ьк,1100110000
ьм,11101101111
ьн,1100111110
ьо,111111010011011
ьс,1101011010
ьт,11111010100011
ьф,111111111010110111
ьх,111111111111100010100
ьц,11111001010100
ьч,111111001101100
ьш,11101001110
ьщ,11111111001001100
ью,11101001111
ья,11100101110
ьё,11111111111011011011
ь“,111111111111101010000
ь…,11111011010110
э ,1111111010110010
э!,111111111110110100100
"э,",11111111111101001111
эг,11111111100011101
эд,1111111111000101100
эз,1111111111000101000
эй,11111111111110010011
эк,111111010010001
эл,111111011101111
эм,111111111000001001
эн,1111110111111000
эп,111111110111100001
эр,1111111000010000
эс,11111100111011
эт,101100010
эш,111111111110110110001
ю\r,11111111111110000001
ю ,101011101
ю!,111111100011011
ю),1111111111000001101
"ю,",11011110100
ю.,111011100101
ю:,11111110101100000
ю;,1111111000100000
ю?,1111111000000011
ю],1111111111010010101
ю»,11111111001100100
юа,111111111111111000100
юб,11100110111
юг,111111111111000000100
юд,111011001010
юе,1111111111100000101
юж,11111111101000111
юз,1111111000101000
юи,11111111111101111110
юк,1111111010000100
юл,11111011010001
юм,111111010000110
юн,111111000110000
юп,1111111110101000001
юр,111111000111101
юс,1111011100001
ют,111011010011
юх,111111111010010111
юц,1111110111001001
юч,11111011111001
юш,1111011010000
ющ,11101001001
юю,111111001010100
ю…,1111111001101000
я\r,11111111111111111010
я ,0011001
я!,11111010011011
я),1111111011111110
"я,",1011100100
я.,11011011001
я:,111111010111001
я;,111111000101000
я?,1111101000011
я],1111111111101001001
я»,1111111000010101
яб,1111110110110000
яв,111100001010
яг,1111010000010
яд,11011101001
яе,11111010110001
яж,11100111000
яз,110000111
яи,1111111010110111
яй,111111010101010
як,1111100011111
ял,1101010011
ям,111010111001
ян,11100001001
яп,1111111011000011
яр,111111010001100
яс,11011000001
ят,1100001101
ях,1111010100011
яц,111111001100001
яч,11110111000001
яш,11111111001100110
ящ,1111010000001
яю,1111100010110
яя,111101001001
я“,1111111111010010100
я…,111111010000101
ё ,11100000010
ё!,1111111111001010011
"ё,",11111011000110
ё.,11111111010100100
ё:,11111111111111111111
ё?,11111111111110101001
ё»,111111111111101001001
ёв,111111111111100001100
ёг,1111111111101000111
ёж,11111111111001001001
ёз,1111111111100111111
ёл,11111111111000001100
ём,1111111111010000101
ёр,11111111001101010
ё…,111111111011110110
– ,01010101
–3,11111111111010111011
“ ,1111111111000010101
"“,",1111111110111000001
“.,11111111011111011
„.,11111111111111010001
„J,1111111111010011001
„a,111111111111000100000
„В,111111111110110011001
„П,1111111111001110100
„С,11111111111101010111
„Т,11111111111110000101
„Я,11111111111011011111
„в,11111111111100100110
„д,11111111111100110111
„н,111111111111001110000
„э,111111111111110110001
…\r,111100111001
… ,11100011100
…',11111111111101101011
"…,",11111111111111000011
….,111111111010011110
…A,111111111110111111000
…],111111011000111
…»,1111111000000000
…К,111111111110110110000
…О,11111111111011111111
…П,11111111111011011110
…Т,11111111111011110011
…У,111111111111010000100
…д,1111111111100000001
…е,111111111111010101001
…з,111111111111000001001
…л,111111111110110010000
…н,1111111111011010011
…п,11111111111001100000
…р,11111111111110111110
…с,111111111111110010001
…т,111111111111010010000
…ч,111111111111101111001
